                    2          1
             1             105.0000000              -5.0000000              -5.0000000
             2             105.0000000              -5.0000000              -4.2857141
             3             105.0000000              -5.0000000              -3.5714285
             4             105.0000000              -5.0000000              -2.8571429
             5             105.0000000              -5.0000000              -2.1428571
             6             105.0000000              -5.0000000              -1.4285715
             7             105.0000000              -5.0000000              -0.7142859
             8             105.0000000              -5.0000000               0.0000000
             9             104.2307663              -5.0000000              -5.0000000
            10             104.2307663              -5.0000000              -4.2857141
            11             104.2307663              -5.0000000              -3.5714285
            12             104.2307663              -5.0000000              -2.8571429
            13             104.2307663              -5.0000000              -2.1428571
            14             104.2307663              -5.0000000              -1.4285715
            15             104.2307663              -5.0000000              -0.7142859
            16             104.2307663              -5.0000000               0.0000000
            17             103.4615402              -5.0000000              -5.0000000
            18             103.4615402              -5.0000000              -4.2857141
            19             103.4615402              -5.0000000              -3.5714285
            20             103.4615402              -5.0000000              -2.8571429
            21             103.4615402              -5.0000000              -2.1428571
            22             103.4615402              -5.0000000              -1.4285715
            23             103.4615402              -5.0000000              -0.7142859
            24             103.4615402              -5.0000000               0.0000000
            25             102.6923065              -5.0000000              -5.0000000
            26             102.6923065              -5.0000000              -4.2857141
            27             102.6923065              -5.0000000              -3.5714285
            28             102.6923065              -5.0000000              -2.8571429
            29             102.6923065              -5.0000000              -2.1428571
            30             102.6923065              -5.0000000              -1.4285715
            31             102.6923065              -5.0000000              -0.7142859
            32             102.6923065              -5.0000000               0.0000000
            33             101.9230804              -5.0000000              -5.0000000
            34             101.9230804              -5.0000000              -4.2857141
            35             101.9230804              -5.0000000              -3.5714285
            36             101.9230804              -5.0000000              -2.8571429
            37             101.9230804              -5.0000000              -2.1428571
            38             101.9230804              -5.0000000              -1.4285715
            39             101.9230804              -5.0000000              -0.7142859
            40             101.9230804              -5.0000000               0.0000000
            41             101.1538467              -5.0000000              -5.0000000
            42             101.1538467              -5.0000000              -4.2857141
            43             101.1538467              -5.0000000              -3.5714285
            44             101.1538467              -5.0000000              -2.8571429
            45             101.1538467              -5.0000000              -2.1428571
            46             101.1538467              -5.0000000              -1.4285715
            47             101.1538467              -5.0000000              -0.7142859
            48             101.1538467              -5.0000000               0.0000000
            49             100.3846130              -5.0000000              -5.0000000
            50             100.3846130              -5.0000000              -4.2857141
            51             100.3846130              -5.0000000              -3.5714285
            52             100.3846130              -5.0000000              -2.8571429
            53             100.3846130              -5.0000000              -2.1428571
            54             100.3846130              -5.0000000              -1.4285715
            55             100.3846130              -5.0000000              -0.7142859
            56             100.3846130              -5.0000000               0.0000000
            57              99.6153870              -5.0000000              -5.0000000
            58              99.6153870              -5.0000000              -4.2857141
            59              99.6153870              -5.0000000              -3.5714285
            60              99.6153870              -5.0000000              -2.8571429
            61              99.6153870              -5.0000000              -2.1428571
            62              99.6153870              -5.0000000              -1.4285715
            63              99.6153870              -5.0000000              -0.7142859
            64              99.6153870              -5.0000000               0.0000000
            65              98.8461533              -5.0000000              -5.0000000
            66              98.8461533              -5.0000000              -4.2857141
            67              98.8461533              -5.0000000              -3.5714285
            68              98.8461533              -5.0000000              -2.8571429
            69              98.8461533              -5.0000000              -2.1428571
            70              98.8461533              -5.0000000              -1.4285715
            71              98.8461533              -5.0000000              -0.7142859
            72              98.8461533              -5.0000000               0.0000000
            73              98.0769196              -5.0000000              -5.0000000
            74              98.0769196              -5.0000000              -4.2857141
            75              98.0769196              -5.0000000              -3.5714285
            76              98.0769196              -5.0000000              -2.8571429
            77              98.0769196              -5.0000000              -2.1428571
            78              98.0769196              -5.0000000              -1.4285715
            79              98.0769196              -5.0000000              -0.7142859
            80              98.0769196              -5.0000000               0.0000000
            81              97.3076935              -5.0000000              -5.0000000
            82              97.3076935              -5.0000000              -4.2857141
            83              97.3076935              -5.0000000              -3.5714285
            84              97.3076935              -5.0000000              -2.8571429
            85              97.3076935              -5.0000000              -2.1428571
            86              97.3076935              -5.0000000              -1.4285715
            87              97.3076935              -5.0000000              -0.7142859
            88              97.3076935              -5.0000000               0.0000000
            89              96.5384598              -5.0000000              -5.0000000
            90              96.5384598              -5.0000000              -4.2857141
            91              96.5384598              -5.0000000              -3.5714285
            92              96.5384598              -5.0000000              -2.8571429
            93              96.5384598              -5.0000000              -2.1428571
            94              96.5384598              -5.0000000              -1.4285715
