  2   1
     1  0.0000000E+00 -0.5000000E+01 -0.5000000E+01
     2  0.0000000E+00 -0.5000000E+01 -0.4285714E+01
     3  0.0000000E+00 -0.5000000E+01 -0.3571429E+01
     4  0.0000000E+00 -0.5000000E+01 -0.2857143E+01
     5  0.0000000E+00 -0.5000000E+01 -0.2142857E+01
     6  0.0000000E+00 -0.5000000E+01 -0.1428571E+01
     7  0.0000000E+00 -0.5000000E+01 -0.7142859E+00
     8  0.0000000E+00 -0.5000000E+01  0.0000000E+00
     9 -0.5000000E+00 -0.4500000E+01 -0.5000000E+01
    10 -0.5000000E+00 -0.4500000E+01 -0.4285714E+01
    11 -0.5000000E+00 -0.4500000E+01 -0.3571429E+01
    12 -0.5000000E+00 -0.4500000E+01 -0.2857143E+01
    13 -0.5000000E+00 -0.4500000E+01 -0.2142857E+01
    14 -0.5000000E+00 -0.4500000E+01 -0.1428571E+01
    15 -0.5000000E+00 -0.4500000E+01 -0.7142859E+00
    16 -0.5000000E+00 -0.4500000E+01  0.0000000E+00
    17 -0.1000000E+01 -0.4000000E+01 -0.5000000E+01
    18 -0.1000000E+01 -0.4000000E+01 -0.4285714E+01
    19 -0.1000000E+01 -0.4000000E+01 -0.3571429E+01
    20 -0.1000000E+01 -0.4000000E+01 -0.2857143E+01
    21 -0.1000000E+01 -0.4000000E+01 -0.2142857E+01
    22 -0.1000000E+01 -0.4000000E+01 -0.1428571E+01
    23 -0.1000000E+01 -0.4000000E+01 -0.7142859E+00
    24 -0.1000000E+01 -0.4000000E+01  0.0000000E+00
    25 -0.1500000E+01 -0.3500000E+01 -0.5000000E+01
    26 -0.1500000E+01 -0.3500000E+01 -0.4285714E+01
    27 -0.1500000E+01 -0.3500000E+01 -0.3571429E+01
    28 -0.1500000E+01 -0.3500000E+01 -0.2857143E+01
    29 -0.1500000E+01 -0.3500000E+01 -0.2142857E+01
    30 -0.1500000E+01 -0.3500000E+01 -0.1428571E+01
    31 -0.1500000E+01 -0.3500000E+01 -0.7142859E+00
    32 -0.1500000E+01 -0.3500000E+01  0.0000000E+00
    33 -0.2000000E+01 -0.3000000E+01 -0.5000000E+01
    34 -0.2000000E+01 -0.3000000E+01 -0.4285714E+01
    35 -0.2000000E+01 -0.3000000E+01 -0.3571429E+01
    36 -0.2000000E+01 -0.3000000E+01 -0.2857143E+01
    37 -0.2000000E+01 -0.3000000E+01 -0.2142857E+01
    38 -0.2000000E+01 -0.3000000E+01 -0.1428571E+01
    39 -0.2000000E+01 -0.3000000E+01 -0.7142859E+00
    40 -0.2000000E+01 -0.3000000E+01  0.0000000E+00
    41 -0.2500000E+01 -0.2500000E+01 -0.5000000E+01
    42 -0.2500000E+01 -0.2500000E+01 -0.4285714E+01
    43 -0.2500000E+01 -0.2500000E+01 -0.3571429E+01
    44 -0.2500000E+01 -0.2500000E+01 -0.2857143E+01
    45 -0.2500000E+01 -0.2500000E+01 -0.2142857E+01
    46 -0.2500000E+01 -0.2500000E+01 -0.1428571E+01
    47 -0.2500000E+01 -0.2500000E+01 -0.7142859E+00
    48 -0.2500000E+01 -0.2500000E+01  0.0000000E+00
    49 -0.3000000E+01 -0.2000000E+01 -0.5000000E+01
    50 -0.3000000E+01 -0.2000000E+01 -0.4285714E+01
    51 -0.3000000E+01 -0.2000000E+01 -0.3571429E+01
    52 -0.3000000E+01 -0.2000000E+01 -0.2857143E+01
    53 -0.3000000E+01 -0.2000000E+01 -0.2142857E+01
    54 -0.3000000E+01 -0.2000000E+01 -0.1428571E+01
    55 -0.3000000E+01 -0.2000000E+01 -0.7142859E+00
    56 -0.3000000E+01 -0.2000000E+01  0.0000000E+00
    57 -0.3500000E+01 -0.1500000E+01 -0.5000000E+01
    58 -0.3500000E+01 -0.1500000E+01 -0.4285714E+01
    59 -0.3500000E+01 -0.1500000E+01 -0.3571429E+01
    60 -0.3500000E+01 -0.1500000E+01 -0.2857143E+01
    61 -0.3500000E+01 -0.1500000E+01 -0.2142857E+01
    62 -0.3500000E+01 -0.1500000E+01 -0.1428571E+01
    63 -0.3500000E+01 -0.1500000E+01 -0.7142859E+00
    64 -0.3500000E+01 -0.1500000E+01  0.0000000E+00
    65 -0.4000000E+01 -0.1000000E+01 -0.5000000E+01
    66 -0.4000000E+01 -0.1000000E+01 -0.4285714E+01
    67 -0.4000000E+01 -0.1000000E+01 -0.3571429E+01
    68 -0.4000000E+01 -0.1000000E+01 -0.2857143E+01
    69 -0.4000000E+01 -0.1000000E+01 -0.2142857E+01
    70 -0.4000000E+01 -0.1000000E+01 -0.1428571E+01
    71 -0.4000000E+01 -0.1000000E+01 -0.7142859E+00
    72 -0.4000000E+01 -0.1000000E+01  0.0000000E+00
    73 -0.4500000E+01 -0.5000000E+00 -0.5000000E+01
    74 -0.4500000E+01 -0.5000000E+00 -0.4285714E+01
    75 -0.4500000E+01 -0.5000000E+00 -0.3571429E+01
    76 -0.4500000E+01 -0.5000000E+00 -0.2857143E+01
    77 -0.4500000E+01 -0.5000000E+00 -0.2142857E+01
    78 -0.4500000E+01 -0.5000000E+00 -0.1428571E+01
    79 -0.4500000E+01 -0.5000000E+00 -0.7142859E+00
    80 -0.4500000E+01 -0.5000000E+00  0.0000000E+00
    81 -0.5000000E+01  0.0000000E+00 -0.5000000E+01
    82 -0.5000000E+01  0.0000000E+00 -0.4285714E+01
    83 -0.5000000E+01  0.0000000E+00 -0.3571429E+01
    84 -0.5000000E+01  0.0000000E+00 -0.2857143E+01
    85 -0.5000000E+01  0.0000000E+00 -0.2142857E+01
    86 -0.5000000E+01  0.0000000E+00 -0.1428571E+01
    87 -0.5000000E+01  0.0000000E+00 -0.7142859E+00
    88 -0.5000000E+01  0.0000000E+00  0.0000000E+00
    89  0.5000000E+01  0.0000000E+00 -0.5000000E+01
    90  0.5000000E+01  0.0000000E+00 -0.4285714E+01
    91  0.5000000E+01  0.0000000E+00 -0.3571429E+01
    92  0.5000000E+01  0.0000000E+00 -0.2857143E+01
    93  0.5000000E+01  0.0000000E+00 -0.2142857E+01
    94  0.5000000E+01  0.0000000E+00 -0.1428571E+01
    95  0.5000000E+01  0.0000000E+00 -0.7142859E+00
    96  0.5000000E+01  0.0000000E+00  0.0000000E+00
    97  0.4500000E+01 -0.5000000E+00 -0.5000000E+01
    98  0.4500000E+01 -0.5000000E+00 -0.4285714E+01
    99  0.4500000E+01 -0.5000000E+00 -0.3571429E+01
   100  0.4500000E+01 -0.5000000E+00 -0.2857143E+01
   101  0.4500000E+01 -0.5000000E+00 -0.2142857E+01
   102  0.4500000E+01 -0.5000000E+00 -0.1428571E+01
   103  0.4500000E+01 -0.5000000E+00 -0.7142859E+00
   104  0.4500000E+01 -0.5000000E+00  0.0000000E+00
   105  0.4000000E+01 -0.1000000E+01 -0.5000000E+01
   106  0.4000000E+01 -0.1000000E+01 -0.4285714E+01
   107  0.4000000E+01 -0.1000000E+01 -0.3571429E+01
   108  0.4000000E+01 -0.1000000E+01 -0.2857143E+01
   109  0.4000000E+01 -0.1000000E+01 -0.2142857E+01
   110  0.4000000E+01 -0.1000000E+01 -0.1428571E+01
   111  0.4000000E+01 -0.1000000E+01 -0.7142859E+00
   112  0.4000000E+01 -0.1000000E+01  0.0000000E+00
   113  0.3500000E+01 -0.1500000E+01 -0.5000000E+01
   114  0.3500000E+01 -0.1500000E+01 -0.4285714E+01
   115  0.3500000E+01 -0.1500000E+01 -0.3571429E+01
   116  0.3500000E+01 -0.1500000E+01 -0.2857143E+01
   117  0.3500000E+01 -0.1500000E+01 -0.2142857E+01
   118  0.3500000E+01 -0.1500000E+01 -0.1428571E+01
   119  0.3500000E+01 -0.1500000E+01 -0.7142859E+00
   120  0.3500000E+01 -0.1500000E+01  0.0000000E+00
   121  0.3000000E+01 -0.2000000E+01 -0.5000000E+01
   122  0.3000000E+01 -0.2000000E+01 -0.4285714E+01
   123  0.3000000E+01 -0.2000000E+01 -0.3571429E+01
   124  0.3000000E+01 -0.2000000E+01 -0.2857143E+01
   125  0.3000000E+01 -0.2000000E+01 -0.2142857E+01
   126  0.3000000E+01 -0.2000000E+01 -0.1428571E+01
   127  0.3000000E+01 -0.2000000E+01 -0.7142859E+00
   128  0.3000000E+01 -0.2000000E+01  0.0000000E+00
   129  0.2500000E+01 -0.2500000E+01 -0.5000000E+01
   130  0.2500000E+01 -0.2500000E+01 -0.4285714E+01
   131  0.2500000E+01 -0.2500000E+01 -0.3571429E+01
   132  0.2500000E+01 -0.2500000E+01 -0.2857143E+01
   133  0.2500000E+01 -0.2500000E+01 -0.2142857E+01
   134  0.2500000E+01 -0.2500000E+01 -0.1428571E+01
   135  0.2500000E+01 -0.2500000E+01 -0.7142859E+00
   136  0.2500000E+01 -0.2500000E+01  0.0000000E+00
   137  0.2000000E+01 -0.3000000E+01 -0.5000000E+01
   138  0.2000000E+01 -0.3000000E+01 -0.4285714E+01
   139  0.2000000E+01 -0.3000000E+01 -0.3571429E+01
   140  0.2000000E+01 -0.3000000E+01 -0.2857143E+01
   141  0.2000000E+01 -0.3000000E+01 -0.2142857E+01
   142  0.2000000E+01 -0.3000000E+01 -0.1428571E+01
   143  0.2000000E+01 -0.3000000E+01 -0.7142859E+00
   144  0.2000000E+01 -0.3000000E+01  0.0000000E+00
   145  0.1500000E+01 -0.3500000E+01 -0.5000000E+01
   146  0.1500000E+01 -0.3500000E+01 -0.4285714E+01
   147  0.1500000E+01 -0.3500000E+01 -0.3571429E+01
   148  0.1500000E+01 -0.3500000E+01 -0.2857143E+01
   149  0.1500000E+01 -0.3500000E+01 -0.2142857E+01
   150  0.1500000E+01 -0.3500000E+01 -0.1428571E+01
